analysis_sample_rate,bit_rate,length,replay_gain,sample_rate,codec,downmix,md5_encoded,track_id,danceability,femaleness,acousticness,aggressiveness,electronicity,happiness,festiveness,relaxation,sadness,brightness,tonality,insrumentalness
44100,128000,30.04081726,-11.14308739,44100,mp3,mix,f84325cc91b6acce9b8fc1a45a476c0a,TREDXCN12903CFB760,0.081012353,0.698210597,0.227369875,0.482434213,0.198698595,0.471409619,0.313999355,0.175221056,0.490434349,0.930087805,0.004410124,0.033191834
44100,64055,30.06691551,-0.724323273,22050,mp3,mix,4fb4f5f04378b2177f910cf18e4510bf,TRSZXTZ128F423268D,0.006378854,0.27505818,0.896602631,0.00594728,0.341431409,0.383774698,0.003630224,0.993534684,0.677949727,0.999999881,0.994641006,0.997062087
44100,128056,60.08161163,-14.58054543,22050,mp3,mix,126e437b6addb44e709fb98a08ca8cd0,TRCUDVQ128F42274A5,0.86742413,0.395974845,0.022837587,0.293655634,0.457942843,0.594967782,0.421875894,0.028289098,0.157104164,0.987376451,0.949547112,0.022140989
44100,128111,30.04081726,-15.26388168,44100,mp3,mix,70b1717279ce7b58880315d738e459d0,TRCUVMU128F934412B,0.39823842,0.151867867,0.092816778,0.796070874,0.146164715,0.665766239,0.157532007,0.127978861,0.12685746,0.208089918,0.943597257,0.010661978
44100,128056,60.08161163,-10.17513657,22050,mp3,mix,2849c89fdd386002b4a2244983c53958,TRMQASK128F932AEC0,0.278239489,0.643054187,0.084536001,0.232367277,0.258511961,0.849052846,0.430715293,0.436458439,0.112320535,0.973992646,0.911442578,6.09E-05
44100,128111,30.04081726,-10.62667274,44100,mp3,mix,b05eda6d7558f6488257e700cd2cc899,TRSURSB128F4285364,0.029262749,0.184080258,0.946610689,1.57E-05,0.012203199,0.069588408,0.021552848,0.802190602,0.916836739,0.954231262,0.945794642,0.006463062
44100,64028,60.02936554,-10.67152214,22050,mp3,mix,8c5ca6442ddd261b844f8337fcd94600,TRGZCZE128F4242AA7,0.197877586,0.093097277,0.579937398,0.11026679,0.304094374,0.036147308,0.334979057,0.89608866,0.3277089,0.936214387,0.111993968,0.000132903
44100,128111,30.04081726,-7.82204628,44100,mp3,mix,f5eea8795b8b2f689288ede5d55a8cb8,TRTPEBJ128F42AF647,0.998154581,0.695038378,0.098951355,0.004274112,0.923854291,0.439941525,0.349970669,0.708221614,0.155255467,0.331804484,0.137787849,0.176341444
44100,64055,30.06691551,-13.69298363,22050,mp3,mix,c9e3b4d37de98fbb52fc40a5eefa8cb6,TRBPTVQ128EF357F37,0.011265635,0.158136979,4.85E-07,0.987216473,0.414723754,0.699736655,0.565938056,0.059995364,0.047617953,0.90837431,0.938698292,0.002002383
44100,64028,60.02936554,-10.96665955,22050,mp3,mix,5c691dd5bfa645d9b89253606f82e5de,TRVAHCB128F4247476,8.95E-06,0.650913239,3.96E-06,0.967201948,0.395859212,0.445365041,0.51737082,0.284083813,0.040652644,0.102307446,0.075220823,0.009986687
44100,128056,60.02936554,-12.17551041,22050,mp3,mix,3622de1b876ec1ccb6f10c589db44fe9,TRFYOEJ128F4285C07,0.723144591,0.983657479,0.020591646,0.702001631,0.853599966,0.379993796,0.670125127,0.334445328,0.097705491,0.135952458,0.157110408,0.875944138
44100,128111,30.04081726,-14.65108871,44100,mp3,mix,365ba7577f6f63f59391f793e1697bfe,TRQSGKK128F92E41EF,0.406818539,0.00688923,0.314441502,0.121271245,0.076136425,0.60656929,0.391249269,0.227807552,0.613623559,0.986957192,0.991962314,0.001427575
44100,64063,60.02936554,-7.253196716,22050,mp3,mix,2d84c4ae662cf54a5130a90de8019cf9,TRFUKKB128F14585A0,0.246623501,0.024295004,0.038586378,0.204733789,0.2904827,0.862588465,0.626189232,0.050370522,0.225447953,0.183757722,0.013285712,0.000424109
44100,64028,60.02936554,-12.68042564,22050,mp3,mix,ac98a6be27a94f1b5694791ee1329617,TREXSDE128F42903D9,0.999480546,0.598980963,0.053048059,0.138728321,0.96299547,0.776110888,0.740441024,0.313727736,0.576356709,0.363082141,0.486306816,0.226574332
44100,128111,30.04081726,-10.79576874,44100,mp3,mix,78dc688c79dc05717b89f86f798e3101,TRBZPRI128F4291B6A,0.401301086,0.458711833,0.712569833,0.055059694,0.318374425,0.276245087,0.150489435,0.892474234,0.521440804,0.74374342,0.062560268,0.000180077
44100,64028,60.02936554,-14.24599838,22050,mp3,mix,13c4f72baeb209642cf04abed282e688,TRVLGFK128F428CA2D,0.069976456,0.141631722,4.57E-06,0.996276677,0.765481412,0.086296432,0.733654439,0.024040727,0.057928555,0.004125414,1.37E-05,0.000177993
44100,128056,60.08161163,-10.28548622,22050,mp3,mix,6e50487a0434dbc539cbd999a806d4f4,TRVUMGN12903CEA9E8,0.999974191,0.83256793,0.002807619,0.616504908,0.567425132,0.303533226,0.694267035,0.189166531,0.083051577,0.06511417,0.093123429,0.406793326
44100,64055,30.04079437,-7.629167557,22050,mp3,mix,82c42014919afc3b4cee80cfcbda4192,TRIQKET128F4275DB0,0.977462292,0.995899141,0.047050182,0.099298418,0.739230692,0.445732355,0.187925071,0.937160432,0.307975769,0.171150297,0.15053314,0.195220828
44100,128056,60.02936554,-14.47380257,22050,mp3,mix,0b0a3467f44c0a4b6de4d9796a0dd86f,TRDUXNY128F93568AA,0.944794714,0.816300333,0.170102149,0.317421019,0.836128056,0.114399083,0.470873207,0.132859424,0.102744214,0.376991063,0.040407401,0.139026254
44100,128111,30.09092903,-11.59932518,22050,mp3,mix,20ddf462493ff26cb6b9494f816c8482,TRICWAP128F42988B7,0.069743477,0.536808789,0.909622431,0.01233428,0.262713999,0.154481158,0.009063927,0.960569859,0.969474316,0.488186955,0.907946289,0.175691098
44100,128111,30.04081726,-10.81125832,44100,mp3,mix,267f226bcfff40640fb00babfb9c97ff,TRVGGPH128F42AC297,0.969891965,0.99898541,0.16707997,0.132407099,0.206999496,0.210602105,0.674092114,0.490401,0.408010453,0.973388612,0.956123114,0.5
44100,128056,60.02936554,-9.637670517,22050,mp3,mix,e8212368b272168a62951fff616ac41c,TRAVOVX128F935F7E7,0.263354033,0.197880492,0.013210361,0.554326296,0.307762891,0.315141946,0.548551083,0.18057999,0.047847897,0.992593348,0.919840872,0.589524031
44100,128056,60.02936554,-9.700740814,22050,mp3,mix,058e8b8ede31894048b8520baf785cef,TRPFAKB12903CB1F28,0.997644901,0.884953856,0.022763215,0.017165538,0.994978964,0.366852313,0.329850227,0.984721899,0.179849401,0.247903392,0.143670186,0.99197799
44100,128111,30.04081726,-13.48186111,44100,mp3,mix,c7f77481080429d848bd61fe68254e46,TROQGOW128F42600B8,0.13169153,0.973858178,0.808294654,0.002803778,0.022139722,0.442515463,0.134906381,0.022857629,0.836295545,0.986707926,0.986258388,0.001435049
44100,64065,60.02936554,-14.00131798,22050,mp3,mix,eb1ef84e0f5cda195c1514f1191510be,TRJKDVN128E0798520,0.353374571,0.131054863,0.686282694,0.172564909,0.077721901,0.768427193,0.074453369,0.905145347,0.671734869,0.999996245,0.894768476,0.005267253
44100,64028,60.02936554,-12.28425789,22050,mp3,mix,623c4671ec387d34988051db47881ebb,TRNSHYK128F42178DA,0.013297153,0.506755531,0.003086151,0.989624083,0.826027572,0.155216143,0.758449197,0.067422457,0.021338703,0.005625067,0.034560408,0.000982224
44100,128056,60.02936554,-4.075868607,22050,mp3,mix,ba13729a74eec3387d27331386626100,TRLBSGA128F92F8E9D,0.389460474,0.815150797,0.120196074,0.01783924,0.804210305,0.389426529,0.060470704,0.99150759,0.585331678,0.016385535,0.95639956,0.995519698
44100,128111,30.04079437,-13.28907776,22050,mp3,mix,abff99548feab88a513a857b1046d72a,TRSZAEP12903CD4DE9,0.045330513,0.436595619,0.004899074,0.883002162,0.328551948,0.704596937,0.44805479,0.205823392,0.260393232,0.365185082,0.98584497,0.054602768
44100,64058,60.02936554,-12.74284744,22050,mp3,mix,eb4d6ed7b9456dab53d4b83b1ac987e3,TRZATFG128F1488131,0.019749712,0.147677526,8.73E-06,0.974579334,0.84876436,0.567252696,0.773570538,0.004891598,0.096142508,0.162791476,0.798426926,0.027980564
44100,128111,30.04081726,-4.944761276,44100,mp3,mix,66fc28223b60f1dc8c93168e563c9a77,TRBMDYE128F427A96A,0.008728784,0.587965608,0.993776679,0.110929012,0.333111972,0.015371863,0.001928706,0.994759679,0.975112498,0.027005689,0.996492624,0.993977964
44100,128056,60.02936554,-11.25204277,22050,mp3,mix,c65af6e5feff1e45969c4b4077c5be06,TRBMVNR128F9343AA2,0.006538879,0.483394593,0.020369815,0.845185578,0.161830768,0.259977967,0.478780031,0.333005428,0.098597266,0.889461279,0.917298019,0.002316407
44100,64059,60.02936554,-2.168151855,22050,mp3,mix,dfe636cabd9c6a6f23e5e1e59f0801e4,TRIXGKV128F146A30A,0.029873405,0.881307662,0.884773016,0.175910205,0.301776558,0.325125962,0.004908178,0.999985516,0.735489547,0.220602855,0.087825239,0.492536932
44100,128056,60.02936554,-14.32802391,22050,mp3,mix,e802ffb3d718802e334a9a7f24725f05,TRSCPGL128F9300D5E,0.031278681,0.387201846,1.12E-06,0.999727368,0.773073614,0.396269113,0.808713913,0.044810545,0.010363495,0.165199116,0.177163631,0.000973646
44100,64055,30.04079437,-12.63315392,22050,mp3,mix,662fdc165bb9efa3396653808680e1b2,TROLTSK128F42932DB,0.829371452,0.700752258,0.010712563,0.181019381,0.847125888,0.587476015,0.472411573,0.140205339,0.150550067,0.808375061,0.768454432,0.844403386
44100,128056,60.02936554,-11.01346207,22050,mp3,mix,4e62c0705f0d52908b842cbbf7523d37,TRTOQUH128F92EFDEE,0.343634576,0.768973708,0.305626661,0.080203347,0.047602281,0.978919387,0.303919852,0.338315368,0.67423898,0.814379632,0.926741719,0.238744333
44100,128111,30.04081726,-5.504894257,44100,mp3,mix,506c35afe1440104ca7057ef4bf2b0e1,TRVNHIT128F9330453,4.11E-09,0.652709186,0.730718493,0.144305184,0.631176591,0.704692125,0.106272615,0.253171414,0.237458825,0.945137203,0.97614038,0.994672298
44100,128056,60.08161163,-14.71285248,22050,mp3,mix,96819327a467268e1450688cdbc41309,TROHOHN12903CE0AC0,0.987741351,0.472919881,0.020443542,0.731523752,0.970592678,0.057718381,0.72243017,0.579562008,0.065012917,0.004317375,0.023505224,0.004476151
44100,128056,60.08161163,-11.09199333,22050,mp3,mix,d3f4fe6d9da2fd61e870bd05094ccecf,TRUYKXN128F930912D,0.138467729,0.996834576,0.654304683,0.009822204,0.54848212,0.251870394,0.26344651,0.701506793,0.59404403,0.580067873,0.789847612,0.985363305
44100,64028,60.02936554,-10.90213013,22050,mp3,mix,38c81608e3bf2d12d2ee038de73beb12,TRHVBEF128F148AF3F,0.999233544,0.754014075,3.28E-06,0.886328042,0.984449387,0.540949464,0.97956264,0.211554319,0.035785977,0.111531243,0.05995059,0.000898895
44100,128056,60.02936554,-13.51222801,22050,mp3,mix,c28991c0b665bed482588e7108f3b605,TREGGUJ128F934E90D,0.201307535,0.749988616,0.045748558,0.885699511,0.750553548,0.201458737,0.544639826,0.350548893,0.1453107,0.955641031,0.982747555,0.983828127
44100,128056,60.02936554,-13.02958679,22050,mp3,mix,8aea1e9990d2afd838db060179bb0447,TRBPXHU12903CE4329,0.116495639,0.360149682,0.004946241,0.999301493,0.225958586,0.359510541,0.30155167,0.18255876,0.035488874,0.077639386,0.558971763,0.000316726
44100,128056,60.02936554,-13.92742538,22050,mp3,mix,fc317edd2f467a0fa8d12e2606257a93,TRKDXFV128F4285BDD,0.007722748,0.542141318,0.090105996,0.066863172,0.256891221,0.938983381,0.181306168,0.576953471,0.353486866,0.557994962,0.791450083,0.000223369
44100,64058,60.02936554,-12.28781509,22050,mp3,mix,2458578742f5004661cc6ae56b82e6e5,TRRDSQM128F14728A9,0.896241784,0.349146992,0.002759642,0.918074906,0.506123722,0.486189276,0.639325798,0.11910028,0.043529823,0.117011227,0.006548198,0.007797648
44100,64028,60.02936554,-8.099889755,22050,mp3,mix,a5632ab10b54e81f845b999f4271c39b,TRWDZKV128F42483BF,0.212154254,0.441221416,0.943330705,0.007803715,0.089587405,0.754366398,0.096981332,0.856101632,0.449562788,0.999982834,0.939177275,0.050979633
44100,128111,30.04081726,-9.288227081,44100,mp3,mix,c7899c90fd47008e15b80b42cf6fd64c,TRVJVGP12903CCE79C,0.051311735,0.515031815,0.043170523,0.945014477,0.514146745,0.355578601,0.295738429,0.163005918,0.078567617,0.275357753,0.964635432,0.547169268
44100,128056,60.02936554,-13.24640274,22050,mp3,mix,dfbb4747d3e49c608b62ba594910881e,TRNXQTZ128F92C40CE,0.557399213,0.143820733,0.461431831,0.087756351,0.222043872,0.689141095,0.206380367,0.148048475,0.5,0.680581689,0.879688025,0.000551743
44100,128056,60.02936554,-15.60418606,22050,mp3,mix,c06073d2faf8e2779a77754f4572e67b,TRDIZKM128F9365A2F,0.00434395,0.5,3.28E-08,0.965087473,0.264829606,0.423723966,0.58575654,0.052391864,0.059182312,0.232683316,0.031666916,0.004161937
44100,128111,30.04081726,-7.191427231,44100,mp3,mix,b5211123ebe9ed90d4cf8fab8bb9b928,TRIFEQN128F428BCD9,0.583188415,0.892947376,0.350981385,0.028444836,0.733792126,0.575627029,0.360914946,0.556655467,0.63136816,0.936567247,0.999450684,0.85823226
44100,128056,60.02936554,-15.29495811,22050,mp3,mix,19e1037a229592736bb9877bd8426d77,TRVJCHB128F9325E0F,0.002623554,0.683346808,0.04342898,0.858664513,0.192714259,0.648487687,0.404443145,0.00467614,0.138239831,0.799376011,0.661252677,0.052750938
44100,64055,30.04079437,-15.44832802,22050,mp3,mix,52cd1f379f14c89e2b85f4abbfde7534,TRMIVTU128F4292830,0.946843028,0.576277137,0.004784866,0.992720902,0.890937805,0.610224366,0.262466937,0.752206087,0.146047309,0.074742071,0.135840416,0.046277963
44100,64055,30.04079437,-10.15333939,22050,mp3,mix,31a33c32b04c7fc2004444e344661785,TRUMOBE128F4263EC6,0.730842948,0.621821105,0.336385965,0.015767185,0.355367869,0.56117177,0.02026877,0.804036736,0.679473162,0.110704809,0.029471245,0.624284089
44100,128111,30.04081726,-8.619857788,44100,mp3,mix,4e2c4a623eac18977956dbb76cb03725,TRPEKMN128F9323CF4,0.028924895,0.592096269,0.829726279,0.317806631,0.898520589,0.811534226,0.55088377,0.627860188,0.456251979,0.793611884,0.730008721,7.51E-05
44100,64062,60.02936554,-11.24543381,22050,mp3,mix,b63db1cbe627addf224e630e3cbd9c8d,TRAHESD128F149B94E,0.931660414,0.567228138,2.19E-10,0.986772418,0.982264161,0.240084946,0.982577622,0.038278643,0.034599226,0.024733787,0.019507933,0.000611572
44100,64055,30.06691551,-10.26517105,22050,mp3,mix,9876abede3d5c840c08ad316161e2385,TRLYDXY128F1497E89,0.989777327,0.647634923,1.79E-12,1.75E-09,0.992842019,0.016117971,0.023078743,0.964701355,0.70555383,0.572855651,0.004062537,0.999987423
44100,128056,60.02936554,-9.832214355,22050,mp3,mix,6e5eaa5ce9809c621eb93e7aa6d824bd,TRBBHRP128F933CBDB,0.997920752,0.943156779,0.02597261,0.550749719,0.994858921,0.166313082,0.802311957,0.637127876,0.099906206,0.087888874,1.18E-05,0.839354992
44100,128111,30.04081726,-10.57295227,44100,mp3,mix,0b63d3839993e8b8107c43e8004c2c7b,TRPGTWX128F14942BA,0.867389083,0.17841211,0.779601336,0.004896116,0.352687538,0.744890749,0.266156942,0.212310374,0.261736512,0.997449517,0.996577263,0.060050312
44100,128111,30.04081726,-13.83603668,44100,mp3,mix,58cd76dd7d0665a3e95340ffbbc5dbfc,TRTXHQR128F9351536,0.223870844,0.733036339,0.705256045,0.034160767,0.052258577,0.795480132,0.177391425,0.634077191,0.201658398,0.990942061,0.996192694,0.062014133
44100,64055,30.04079437,-13.72627831,22050,mp3,mix,c361fc6f0d49d892147a0a0e4a4519a2,TRFBHQU128F424C5F8,0.010437964,0.314140856,0.002806331,0.994536817,0.834411621,0.036237352,0.714402854,0.173865572,0.008473508,0.002346687,0.215569794,0.000682099
44100,128111,30.04081726,-8.713956833,44100,mp3,mix,5aa5670b23703bd1e97ee9d9c7f3c4ee,TREYKWA128F4284FBE,0.167290553,0.097178802,0.818374932,0.011353352,0.037329257,0.685208321,0.076044552,0.411677361,0.890066087,0.738140643,0.980836928,0.0041601
44100,128111,30.09092903,-14.2548008,22050,mp3,mix,1d2920a006d43c6f5ea2d98cc2867f6a,TRQRXFI12903CF3B3F,0.049469542,0.460828722,5.89E-07,0.99773562,0.630985141,0.543705642,0.80410254,0.019933907,0.00302554,0.016395012,0.49001044,0.029322319
44100,128056,60.08161163,-1.660598755,22050,mp3,mix,23811c239839202f578a838f4d9186f4,TRLDTDL128F9308BE8,0.022236291,0.217623457,0.884653449,0.063169301,0.230227828,0.180684254,0.006826717,0.988123417,0.929025769,0.960662246,0.795399547,0.990032613
44100,128111,30.04081726,-6.986471176,44100,mp3,mix,45738962d17f9a85499741e4860164a7,TROKNLG128F425A8AE,0.506105483,0.486426622,0.087265201,0.157686442,0.144554779,0.483097225,0.063723899,0.464954227,0.576948166,0.975642443,0.996773362,0.074542031
44100,128000,60.08163452,-11.2984581,44100,mp3,mix,a526f419fbd656cc33e377a6e2cadc7e,TRXBRKD128F9328604,0.013770221,0.166022375,0.97056061,0.023136005,0.181141421,0.007790715,0.003291389,0.99711597,0.918637156,0.997240782,0.983213067,0.988399327
44100,128056,60.08161163,-12.06361771,22050,mp3,mix,f32c29e6bb41710ca2708f30b63b7f1e,TREZWFJ12903CCF050,0.995180666,0.528141141,0.294866055,0.190489784,0.794255435,0.668933511,0.292332083,0.371526092,0.362735659,0.999992549,0.874665618,0.212012738
44100,64057,60.02936554,-10.18959427,22050,mp3,mix,5bfeb8b1e95729e6511e029d17ca052d,TRMTWOF128F147EA43,0.418872774,0.635056973,0.382195324,0.066103257,0.142944381,0.795350015,0.321347535,0.544195473,0.645959735,0.969493389,0.972927034,0.019999258
44100,128056,60.08161163,-11.54432487,22050,mp3,mix,3fb713d57d9a7889a3b918328082270e,TRJMMEB128F92C97BB,0.668364823,0.844444215,0.960966051,0.074681312,0.032525316,0.959471285,0.032525845,0.78773725,0.728706241,0.999998808,0.983148217,0.173157662
44100,128111,30.04081726,-12.68799973,44100,mp3,mix,648b5c991e3002b5b8b71199f533f0a6,TROFJXA128F42AEE51,0.010503291,0.939158857,0.999713421,0.010761772,0.01274244,0.118525445,0.012570614,0.410130441,0.945269465,0.667292655,0.964603186,0.000529614
44100,128056,60.08161163,-14.78960228,22050,mp3,mix,feaf627f88331d979f12a77de72cabe2,TREGKHZ128F9319850,4.09E-06,0.356861472,0.992259443,4.76E-07,0.770811677,0.207684264,0.001188364,0.989856005,0.644559324,0.884222329,0.117709264,0.182889163
44100,128000,60.08163452,-14.9104538,44100,mp3,mix,b0892b377bce6f250e02ed1d16743c91,TRYSDYR128F933AF5D,0.93676722,0.996865153,0.394225389,0.008318184,0.329969645,0.656023443,0.453956604,0.346861571,0.691801608,0.904228568,0.831326365,0.032827985
44100,128000,60.08163452,-11.58261681,44100,mp3,mix,10b75581968ac671eb80126ab350de33,TRZIQJA128F92D72D1,0.884737015,0.979863703,0.130898327,0.062386241,0.35866046,0.37701267,0.647020638,0.18946059,0.489619404,0.64457953,0.611516356,0.012683886
44100,128056,60.08161163,-12.50258636,22050,mp3,mix,54b40d51ab3309067b47de7c6a5d23dd,TRDHKWF128F92EF2BC,0.61525619,0.942047119,0.593873799,0.03824722,0.815958977,0.5,0.165308535,0.980829597,0.720158339,0.048813626,0.304163307,0.239283085
44100,128111,30.09092903,-12.9131031,22050,mp3,mix,0ee123e450972e07f50489ee174c44b6,TRHPFEI12903CF149E,0.803984046,0.537086368,0.055164676,0.492285043,0.395642221,0.520355523,0.5,0.893068314,0.540670633,0.097952046,0.059275828,0.753713608
44100,128056,60.08161163,-9.65955925,22050,mp3,mix,97c66d276aad7874e755704a6d05142c,TRNWKPY12903D0731E,0.006342833,0.177233055,0.046564132,0.075383194,0.21368736,0.771368444,0.620136917,0.241465867,0.225663424,0.892821312,0.85226047,0.014039094
44100,64028,60.02936554,-12.54132652,22050,mp3,mix,9b3d3ba5bc800d305a3327169ad4cf04,TRKHXYJ128F42906B0,0.950464666,0.458659798,0.015142806,0.089069948,0.531716049,0.483901739,0.481887072,0.83913362,0.192283049,0.834783614,0.375083745,0.950099409
44100,64055,30.04079437,-11.03299522,22050,mp3,mix,b9e706950816f4be1a244253fce293e3,TRZMYSK128EF35127E,0.959395707,0.985576868,0.036284424,0.047948372,0.902157664,0.15125984,0.705921888,0.756936729,0.112499408,0.161733314,0.247240692,0.99513191
44100,128111,30.04081726,-10.82205582,44100,mp3,mix,1eedf172e020c095063ba1976ec3aaa3,TRPVABW128F147BCB4,0.217148468,0.455916286,0.0835049,0.90653187,0.796310186,0.412455678,0.608473957,0.146233976,0.09451472,0.212375879,0.707262218,0.043944586
44100,128111,30.04081726,-8.585330963,44100,mp3,mix,cffd9882d3c072768906ac1787d51dba,TRJJXML128F426499F,0.290982574,0.873774886,0.971687555,1.37E-05,0.046219844,0.689482212,0.087978162,0.661856174,0.942590237,0.999999642,0.996046007,4.41E-05
44100,128056,60.02936554,-15.19202995,22050,mp3,mix,f1467bd9f95da9460656f94e7d753a19,TRDQITR128F92EBDFF,9.31E-07,0.214950249,0.005663154,0.95998317,0.125761643,0.87580657,0.751379669,0.049873367,0.060622677,0.999980927,0.807262957,0.015392139
44100,128000,60.08163452,-13.22826767,44100,mp3,mix,d7aa31da17451b0f59de41911859ef38,TRWLWEG128EF342B75,0.228051215,0.11085432,0.59723109,0.096317358,0.751899064,0.023002898,0.349241704,0.914135635,0.652014554,0.207816884,0.768618882,0.011489215
44100,64059,60.02936554,-10.41469383,22050,mp3,mix,6aa6e0ca3193bf2230e3eef2c723147d,TRBOHHF128E0789D78,0.02465128,0.462834895,0.902576804,0.004779841,0.488019466,0.560511053,0.019732799,0.870970547,0.968114972,0.638509631,0.952345073,0.055368684
44100,128111,30.04079437,-16.61132813,22050,mp3,mix,d83bc4c48969386a6d75fd1bedaca34c,TRWZNPE128F92F724D,0.981999874,0.950335622,0.055502113,0.113924466,0.799598157,0.781593621,0.389216334,0.745908737,0.242311031,0.990571618,0.01674773,0.202025741
44100,128000,60.08163452,-9.524406433,44100,mp3,mix,14fbcf1b8b1a5af6e984d610bd930c59,TRVTNQO128EF34DE99,0.057459656,0.988707185,0.94172889,0.037994124,0.029484922,0.335913509,0.017944647,0.974835634,0.88360405,0.993639886,0.983825505,0.103585668
44100,64028,60.02936554,-8.884641647,22050,mp3,mix,dbb2f70b23abb4d739911d3836962663,TRBTYJM128F428D865,0.210136846,0.904115558,0.481090844,0.015526999,0.129774272,0.402171612,0.086099371,0.893791318,0.885491967,0.88889873,0.933456838,0.001394582
44100,128000,30.04081726,-6.57421875,44100,mp3,mix,9f5eb67768fed019c0ce644bdeff329d,TRNMOVT128EF3405B6,0.119234413,0.997414708,0.916692376,3.05E-07,0.153944284,0.011690477,0.027264833,0.985946178,0.993315578,0.920369983,0.142238081,0.008503863
44100,128056,60.02936554,-11.51203918,22050,mp3,mix,569439a0568c1bf80103200dc896a22b,TRGWHEY128F930645D,0.022841029,0.278791934,0.023448486,0.948961675,0.694986701,0.804176331,0.810814559,0.080966905,0.106743097,0.299322128,0.062037971,0.000903871
44100,128056,60.02936554,-11.21290016,22050,mp3,mix,a8ed2d70eddca710a640bdace64b6509,TRKNRYP128F934DB44,0.994235516,0.948878825,0.091987565,0.217868105,0.929161251,0.011446095,0.753306925,0.851139009,0.27955237,0.01568852,0.028350243,0.389361799
